lemat;nachechowanie
niszczyæ;amb
nêc¹cy;+ s
obiecuj¹cy;+ s
obiecuj¹cy;+ m
oburzaj¹cy;- m
zwinnoœæ;+ m
odpasiony;+ s
odstraszaj¹cy;- m
odœwie¿aj¹cy;+ s
ograny;- s
osamotniony;- s
os³uchany;- s
otumaniony;- m
otumaniony;- s
piek¹cy;- s
piek¹cy;- m
podekscytowany;+ s
podenerwowany;- s
podniecaj¹cy;+ m
chorutki;- s
chorusi;- s
drogi;+ s
pityjski;- s
droga;+ s
pogniewany;- s
poni¿aj¹cy;- s
poorany;- m
poorany;- s
poplamiony;- s
popsuty;- s
popsuty;- m
poró¿niony;- s
poruszony;amb
poszukiwany;amb
poszukiwany;+ s
po¿¹dany;+ m
oszala³y;- s
przejedzony;- s
przejêty;+ m
przek³amany;- m
przekonywaj¹cy;+ s
przepocony;- m
przepracowany;- m
przesuszony;- s
przeszywaj¹cy;amb
prze¿arty;- m
prze¿arty;- s
p³ochliwy;- m
rogaty;- s
rozjuszony;- m
superp³aski;+ s
przybrany;+ s
nekrofilski;- m
nekrofilski;- s
magnetyzm;+ s
parchaty;- s
ko³owaty;- s
termomodernizacja;+ s
gapiowaty;- m
gapiowaty;- s
przyci¹gaj¹cy;+ s
przygaszony;- s
przygnêbiaj¹cy;- m
przygniataj¹cy;- m
przyjêty;+ s
zad¿umiony;- m
zdech³y;- s
weso³kowaty;amb
chciwy;amb
rozanielony;+ m
rozje¿d¿ony;- s
rozmi³owany;+ m
uskrzydlony;+ s
roz¿alony;- m
uskrzydlony;+ m
rewelatorski;+ s
podwórkowy;- s
podwórzowy;- s
dionizyjski;+ s
og³upia³y;- m
og³upia³y;- s
fuszerski;- m
niekiepski;+ s
parweniuszowski;- s
starokawalerski;- s
urwisowski;amb
wehrmachtowski;- s
wermachtowski;- s
komprador;- s
kompradorski;- s
wasalski;- s
wasalski;- m
w³óczêgowski;amb
misiowaty;amb
misiowaty;+ s
chamowaty;- m
placówka interwencyjna;+ s
mimozowaty;- m
mimoza;- s
naftalinowy;- s
antychrzeœcijañski;- s
czepialski;- m
cesarski;+ s
swywolny;- s
swywolny;+ s
swywolny;amb
martwe prawo;- s
zabieg³y;+ s
flakowaty;- s
niepowabny;- s
niewyleczalny;- m
niewyleczalny;- s
burszowski;amb
martwy przepis;- s
rutyniarski;- s
rutyniarski;+ s
c³o ochronne;+ s
c³o zaporowe;amb
dizajnerski;+ s
dizajnerski;amb
designerski;amb
designerski;+ s
ognisty;- m
ognisty;- s
wymoczkowaty;- m
wymoczkowaty;- s
parafaszysta;- s
liszajowaty;- m
niepartnerski;- s
ognisty;+ s
jednotorowy;- s
wirtuozerski;+ m
wirtuozowski;+ m
pozaziemski;amb
cukierkowaty;- m
parobczañski;- s
ga³gañski;- s
gadulski;- s
arcybogaty;amb
arcybogaty;+ m
zaprawny;+ s
stan alarmowy;- m
stan ostrzegawczy;- s
stan nietrzeŸwoœci;- m
dom pogodnej staroœci;+ s
dom samotnej matki;+ s
kapralski;- s
bezœladowy;- s
weterañski;+ s
plebejuszowski;- s
oszo³omski;- m
straty moralne;- m
pohitlerowski;- s
bryjowaty;- m
bryjowaty;- s
z³oczynny;- s
zbrodnia komunistyczna;- m
zbrodnia nazistowska;- m
rozerwalny;- s
arcypowa¿ny;- m
mazgajowaty;- m
arcypowa¿ny;amb
zbrodnia hitlerowska;- m
zbrodnia stalinowska;- m
przestêpstwo kryminalne;- m
krotofilny;+ s
si³y pokojowe;+ s
sportowy;+ m
bezsmakowy;- s
ko³kowaty;- s
mo³ojec;+ s
chochlikowaty;- s
chochlikowaty;+ s
chochlikowaty;amb
lisowaty;- s
œwidrowaty;amb
brejowaty;- m
brejowaty;- s
kameleonowaty;amb
hamletowski;- s
surowoœæ;- m
intruzyjny;- s
twardy;+ s
egzamin poprawkowy;- s
pijaniutki;- s
antych³opski;- s
epigoñski;- s
gówniarski;- m
erupcyjny;- s
nierogaty;+ s
samozgubny;- m
samozgubny;- s
niezwietrza³y;+ s
niedobry;- s
b¹bel;+ s
pañstwo prawne;+ s
demiurgiczny;+ s
niewartoœciowy;- m
herkuliczny;+ s
zaciesz;+ s
zaciesz;amb
szalbierski;- m
pozoracyjny;- s
bucowaty;- m
serwilistyczny;- s
dra¿liwy;- s
nieemisyjny;- s
wiêziotwórczy;+ s
najdro¿szy;+ m
edypowy;- s
¿¹dliwy;amb
¿¹dliwy;- s
niebojowy;- m
kurier;- m
majsterski;+ m
majster;+ s
m¹dry;- s
niedysponowanie;- s
rzewliwy;- s
zagorza³y;amb
¿a³obliwy;- s
bezs³oneczny;- s
jary;+ s
zadowolony;+ s
pocieszycielski;+ m
utracjuszowski;- m
utracjuszowski;- s
czartowski;- m
niekole¿eñski;- s
odsuwaæ siê;- s
kontestatorski;- s
przestraszny;- m
arcypiêkny;+ m
chlebodajny;+ s
niekonsumpcyjny;+ s
ogl¹daæ siê;- s
ogl¹daæ siê;+ s
ogl¹daæ siê;amb
cienki;amb
nieobywatelski;- s
ba³wochwalski;- m
br¹zowniczy;- s
lenniczy;- m
naœladowniczy;- s
niestronniczy;+ s
niestronniczy;+ m
niezasadniczy;- s
makiawelski;- m
przewinienie techniczne;- s
bariera architektoniczna;- s
pu³apka kredytowa;- m
wychowalny;+ s
porz¹dek publiczny;+ s
nepotyczny;- m
obœliz³y;- s
obœliz³y;- m
straganiarski;- m
bomba ekologiczna;- s
defektywny;- s
dysfunkcyjny;- m
ambrozyjski;+ m
czaderski;+ m
stujêzyczny;+ s
frantowski;amb
frantowski;- s
hardcorowy;amb
hardcorowy;+ m
hardkorowy;+ m
hardcorowy;- m
czarodziejski;+ m
zemœciwy;- s
pranie pieniêdzy;- s
as serwisowy;+ s
debilowaty;- m
trywialny;amb
kumpelski;+ s
miêczakowaty;- m
faraoñski;amb
fajansiarski;- s
pioruñski;amb
pioruñski;- m
mefistofelesowski;- s
mefistofeliczny;- s
mefistofelowy;- s
mefistofelesowy;- s
piêknoduchowski;- s
hucpiarski;- s
hucpiarski;- m
mi³oœæ bliŸniego;+ m
pajacowaty;- s
tyci;amb
piórkowaty;amb
osowaty;- s
potworkowaty;- s
niepatologiczny;+ s
superwydajny;+ m
niedotykalski;- m
niedotykalski;- s
stagnacyjny;- s
stagnacja;- s
topór wojenny;- m
niechciuch;- m
ciê¿ki ty³ek;- m
afera koperkowa;- s
dekoracyjny;+ m
dekoracyjny;- s
betonowy;- m
beton;- s
dêty;- m
mir domowy;+ s
dêty;- s
znieczulony;- s
antyrobotniczy;- s
szklany;- m
drogocenny;+ m
burzycielski;amb
burzycielski;- s
erotomañski;- m
erotomañski;- s
eskapistyczny;- s
uraz;- m
brzoskwiniowy;+ s
diamentowy;+ s
doradczy;+ s
bohatyrski;+ s
papierowy;- s
kalafiorowy;- s
biæ siê;- s
biæ siê;amb
niewinna krew;- m
fantazyjny;+ m
fantazyjny;amb
lizusowski;- m
drewniany;- s
bezwypadkowy;+ s
brzoskwinka;+ s
gentlemañski;+ m
fajowski;+ m
judaszowski;- m
padalcowaty;- m
œmieciarski;- m
œmieciarski;- s
raj podatkowy;+ s
kumplowski;+ s
mu³owaty;- m
szmaciarski;- m
wybawicielski;+ m
firmowy;+ s
aseksualny;- s
³achmaniarski;- s
³achmaniarski;- m
grupa przyjaŸni;+ s
b³yskawicowy;amb
piorunowy;amb
potulny;+ s
przygnêbiony;- s
p³acz¹cy;- s
rozeœmiany;+ m
policja polityczna;- s
dolegliwy;- m
ucho igielne;- m
konfrontacyjny;- s
jedwabny;+ s
przyszywany;+ s
g³adki;amb
repulsywny;- m
zlewka;+ s
zlewka;- s
zlewka;amb
olewka;amb
samoœwiadomy;+ m
superinteligentny;+ m
anio³ek Charliego;+ s
zbrodnia;- s
niebudowlany;- s
nierzeczowy;- s
poœwiêcony;+ m
pio³unowy;- m
gorzki;- m
pio³unowy;- s
maskowaty;- s
drobnoszlachecki;- s
fl¹drowaty;- m
flakowaty;- m
renegacki;- m
szopowaty;- s
at³asowy;+ s
satynowy;+ s
wo³owy;- s
zagniewany;- m
kartonowy;- s
zatrwo¿ony;- s
zatrwo¿ony;- m
wœciek³y;- s
o³ów;- s
sierota zupe³na;- s
zdeterminowany;+ s
godzina milicyjna;- s
zblad³y;- s
kube³ zimnej wody;amb
kube³ zimnej wody;- m
ciemniuteñki;- s
wo³aj¹cy o pomstê;- m
kolorowy;+ m
korkowy;- s
dworski;+ s
byczy;amb
kabani;- m
kap³oni;- s
koronkowy;+ s
koronkowy;amb
niepolski;- s
szpilkowaty;- s
flejtuchowaty;- m
paradygmatyczny;+ s
banalny;amb
lekcja;- s
œwirowaty;amb
œwirowaty;- m
s³odziuchny;+ s
rak;- m
plagiatowy;- s
bariera techniczna;- s
u³askawieniowy;+ m
tynkowy;- s
sprawnoœæ;+ s
nie¿yczliwoœæ;- s
merytoryczny;+ s
podbieg³y;- s
kunsztowny;+ s
mowny;+ s
pokrzywdzony;- s
potrzebuj¹cy;- s
fantomatyczny;- s
narkotyczny;- s
roztêskniony;- s
spierzch³y;- s
cukrowy;amb
oblegaj¹cy;- m
pierwiosnkowy;+ s
pierwiosnkowy;+ m
pragn¹cy;- s
cudacki;- s
cudacki;amb
nawilg³y;- s
kumaty;+ s
bufonowaty;- m
mato³kowaty;- s
poatomowy;- s
w¹growaty;- s
buraczany;- m
rozkis³y;- s
neandertalski;- s
przeciwwskazany;- s
rozkisn¹æ;- s
malutki;- s
katastrofa naturalna;- m
zborny;+ s
bezczasowy;+ s
marcowy docent;- m
trop;+ s
dziwkarz gawêdziarz;- s
salonowy;+ s
usypiaj¹cy;amb
mineralny;+ s
chytreñki;- s
chytreñki;+ s
siny;- s
sinawy;- s
co nieco;+ s
homerycki œmiech;amb
godzina szczytu;- s
barowa aura;- s
cienki Bolek;- m
cielêcy wiek;amb
czarna robota;- s
caput mundi;+ s
p³eæ piêkna;+ s
zakrapiany;amb
skazitelny;- s
oratorski;+ s
krasomówczy;+ s
wymiêk³y;- s
dawca obr¹czki;- m
dawca obr¹czki;- s
wyp³ata;+ s
pierwszy;amb
sowizdrzalski;amb
Zosia samosia;amb
zielone lata;amb
m³ode wilki;+ s
ciep³a wdówka;+ s
cztery deski;- s
radiowa twarz;- s
t³uk pancerny;- m
firma-wydmuszka;- m
firma-wydmuszka;- s
czynna zniewaga;- m
niebiosa;+ m
rozgestykulowany;amb
szeleszcz¹cy argument;- s
niespracowany;+ m
niespracowany;+ s
niew³adny;- s
firma krzak;- m
firma krzak;- s
ciep³a wdowa;+ s
leñ œmierdz¹cy;- m
moherowy beret;- s
wrak;- m
gogusiowaty;- s
survivalowy;amb
nies³owny;- s
forsiasty;amb
³akomy k¹sek;amb
³akomy k¹sek;+ s
krowie oczy;amb
stara malutka;- s
niedŸwiedzi;- s
chodz¹ca uczciwoœæ;amb
chodz¹ca regu³a;+ s
afera rozporkowa;- m
chodz¹cy szkielet;- m
szczwany lis;amb
okolicznoœæ ³agodz¹ca;+ s
niedŸwiedzi;+ s
bezduszny;- s
cuda wianki;- s
ostatnie s³owo;amb
coœ niecoœ;+ s
gorsza po³owa;+ s
cielêce lata;amb
diabe³ wcielony;- m
diabe³ wcielony;amb
kroœciaty;- s
krostowaty;- s
pose³ dietetyczny;- s
wampirzy;amb
kryptonimiczny;- s
refleks szachisty;- s
œpi¹ca królewna;- s
czarne podniebienie;- m
marchwiane rêce;- s
burak pospolity;- s
m³ody gniewny;- s
herod-baba;+ s
stary malutki;- s
pierdo³a saska;- m
szara myszka;- s
czo³obitny;- s
czo³obitny;+ s
czo³obitny;amb
bosy Antek;- m
bosy Antek;- s
kaleka ¿yciowy;- m
kaleka ¿yciowa;- m
roboty przymusowe;- s
roboty przymusowe;- m
dopust bo¿y;- s
boje homeryckie;- s
ch³opski filozof;- s
leñ patentowany;- m
stare pud³o;- m
wschodz¹ca gwiazda;+ m
lekki chleb;+ s
katar kiszek;- s
czerwona bur¿uazja;- m
chamski cyc;- m
randka rozbierana;amb
nieprzespany;- s
nieneutralny;- s
rozbijacki;- s
ikarowy lot;- s
chodz¹ca encyklopedia;+ m
dzidzia piernik;- s
dzidzia-piernik;- s
dureñ patentowany;- m
betonowa pustynia;- s
anorektyk;- m
konwencjonalistyczny;- s
lojalistyczny;- m
butelkowa pogoda;- s
syneczek mamuni;- s
synek mamuni;- s
syneczek mamusi;- s
erotoman teoretyk;- s
cipcia drypcia;- s
korny;amb
trupioblady;- m
trupioblady;- s
bia³a noc;- s
cuda niewidy;+ m
cuda niewidy;amb
niestrawny;- s
standard etyczny;+ s
niskodochodowy;- s
wysokodochodowy;+ m
wysokodochodowy;+ s
bezbiletowy;+ s
charakterny;+ s
polerowny;+ s
przedobry;+ m
zgnuœnia³y;- m
kurze ³apki;- s
gromow³adny;amb
wszechdobry;+ m
ubóstwiony;+ m
ciotowaty;- m
wszechm¹dry;+ m
wszechmi³osierny;+ m
numer obozowy;- s
kokosowy;+ s
kokosy;+ m
hitowy;+ s
zaporowy;- m
zaporowy;- s
fa³szywy prorok;- m
indywidualistyczny;amb
bicz bo¿y;- m
wybuchowa atmosfera;- m
azjatycki tygrys;+ s
barowa pogoda;- s
kwaœny;- s
kwasowy;- s
kwasowy;amb
gorzki;- s
gorzkawy;- s
s³odziutki;+ m
s³odziuchny;+ m
ma³pi gaj;- s
ma³pi gaj;- m
posttotalitarny;- s
pozaprawny;- m
istota rozumna;+ s
butelkowa aura;- s
dziurawy worek;- s
majowy pracownik;- s
pustelniczy;- m
pustelniczy;amb
pustelniczy;- s
bia³a niedziela;+ s
tasiemcowaty;- s
wyrobniczy;- s
wyrobniczy;- m
modliszkowaty;- m
smakowity;+ s
œmierdz¹cy;- m
œmierdz¹cy;- s
gor¹cy czas;amb
gor¹cy czas;- s
ma³powaty;- m
ludzka szmata;- m
bli¿szy;+ s
absolutystyczny;- s
chiñskie ceremonie;- s
skunksowy;- s
z³owró¿ebny;- m
solidarnoœæ jajników;amb
palcowaty;- s
cztery œciany;amb
cenzurowany;- m
esencjalny;+ s
esencjalny;amb
spe³nialny;+ s
bolesny;- s
relacyjny;+ s
wysokobud¿etowy;- s
bezideowoœæ;- s
dawca spermy;- m
zap³adniacz;amb
firma wydmuszka;- m
firma wydmuszka;- s
niewyparzony jêzyk;- m
niewyparzony jêzor;- m
niewyparzona gêba;- m
niewyparzona morda;- m
niewyparzona buzia;- s
niewyparzony pysk;- m
t³uœciuchny;+ s
t³uœciuchny;amb
t³uœciuchny;+ m
szczeciniasty;- s
kowboj;amb
sterydowy;- s
latawica;- s
czarny lud;- m
kurwi;- m
damski krawiec;- s
kochaniutki;+ m
antykatolicki;- s
butikowy;+ s
z³oty cielec;- s
dobry znajomy;+ s
nieprzewidziany;amb
szóstkowy;+ m
pseudodemokratyczny;- s
superkomfortowy;+ m
adaptatywny;+ s
bezkierunkowy;- s
antynaukowy;- s
bezinwazyjnoœæ;+ s
nowotworowy;- s
enerdowski futbol;- s
fa³szywy trop;- s
³askawca;- s
huraoptymistyczny;- s
hurraoptymistyczny;- s
entropijny;- s
entropijny;- m
boski;amb
bezkostny;- s
piêkny;- s
happy hour;+ s
ciekawostkowy;amb
waginosceptyk;amb
dziki zachód;- m
dziki zachód;- s
perfekcyjny;amb
ktoœ trzeci;- s
weso³y;- s
amorficzny;- s
bezkszta³tny;- s
optymistyczny;+ m
s³oneczny;+ m
triumfalistyczny;- s
anemik;- m
anemik;- s
g³êbsze uczucie;+ m
gliniane rêce;- m
gliniane rêce;- s
duchowy ojciec;+ s
burak cukrowy;- s
zero-jedynkowy;- s
zero-jedynkowy;amb
sykofant;- m
folksdojcz;- m
volksdeutsch;- m
promienisty;+ m
¿arty;- m
¿arty;- s
szajsowaty;- m
badziewny;- m
p³omienny;+ s
temperamentny;+ s
temperamentny;amb
temperamentny;- s
œwietlisty;+ s
b³yszcz¹cy;+ m
laurkowy;- s
ciepluteñki;+ s
daun;- m
dusza;+ m
motor;+ s
motor;amb
sprê¿yna;+ s
sprê¿yna;amb
stara maleñka;- s
gor¹cy;amb
gor¹cy;- s
gor¹cy;+ s
pierwsza dama;+ m
nagrzany;amb
nagrzany;- s
nagrzany;- m
serdeczny;amb
g³êboki;+ m
bebechowaty;- s
na³ogowy;- s
na³ogowy;amb
tumanowaty;- m
¿yczliwy;+ s
paliwooszczêdny;+ s
superluksusowy;+ m
czarci;- m
gadzi;- m
kaszowaty;- s
ko³tunowaty;- m
narcyzowaty;- m
narcyzowaty;- s
czarci pomiot;- m
judaszowskie srebrniki;- s
judaszowskie srebrniki;- m
pierworodny;+ s
czysty;+ m
uczciwy;+ m
smutni panowie;- m
smutni panowie;- s
uœmiech sardoniczny;- m
siedmiu wspania³ych;+ s
œmierdzieæ;- m
œwie¿e powietrze;+ s
trzeci œwiat;- m
¿yciotwórczy;+ s
oœcisty;- s
naiwny;- s
ma³¿eñska ruletka;- s
watykañska ruletka;- m
watykañska ruletka;- s
zrywny;amb
zrywny;+ s
literacki;+ s
literacki;amb
pobitewny;- s
ultrakrótki;amb
poprawny;amb
na poziomie;+ m
superatrakcyjny;+ m
wysokobud¿etowy;+ s
antywibracyjny;+ s
przeciwwibracyjny;+ s
mêka pañska;- m
mrukowaty;- m
milczkowaty;- s
moralitetowy;+ s
wa³owaty;- m
wa³owaty;- s
bazyliszkowaty;- m
bezmózg;- m
beznogi;- s
tyfus plamisty;- m
marcowy kawaler;- s
kalectwo umys³owe;- m
re¿ymowy;- s
teledyskowy;- s
³adny;+ m
góra lodowa;- s
wierzcho³ek góry lodowej;- s
szczyt góry lodowej;- s
samotniczy;- s
fotograficzny;+ s
niebieski ptaszek;- s
wykwintny;+ s
wykwintny;+ m
diabelec;amb
wystawny;- s
reprezentacyjny;+ s
babkowaty;- s
dyskotekowy;amb
latawiec;- m
imprezowy;amb
sentymentalny;amb
bezosobowy;- s
wyrzut sumienia;- s
zerówka;+ s
dalekowidz¹cy;+ s
klajstrowaty;- s
marsowaty;- s
bu³owaty;- s
obfity;+ s
skrytobójczy;- m
panoramiczny;+ s
f¹fel;- s
bezimienny;- m
fizyczna niemo¿liwoœæ;- s
szeœciogwiazdkowy;+ s
romantyczny;- s
romantyczny;amb
œrodkowy palec;- m
podciep;- s
ciê¿ki sen;- s
ciê¿ki sen;- m
psi pieni¹dz;- m
koniowaty;- m
pozahistoryczny;+ s
bliski;amb
bogatszy;+ m
paradnoœæ;+ s
siedmiogwiazdkowy;+ s
indoktrynacyjny;- m
indoktrynacyjny;- s
pucaty;amb
pucu³owaty;+ s
pucu³owaty;amb
puco³owaty;+ s
puco³owaty;amb
gryzoniowaty;- s
kiblowy;- s
proinwestycyjny;+ s
bañka mydlana;- s
eksploatatorski;- s
kartoflany;- m
kosooki;- s
popió³;- m
bezcielesny;amb
magmowy;- s
dzie³o sztuki;+ s
dzie³o sztuki;+ m
merkantylny;- s
bezforemny;- s
stresotwórczy;- m
stresotwórczy;- s
dziwkarz teoretyk;- s
plastykowy;- s
bujny;+ s
siusiumajtek;- s
marcepanowy;+ m
spi¿owy;+ s
bezczuciowy;- s
bezczuciowy;- m
bezdro¿ny;- s
burzliwy;+ s
nieujarzmiony;amb
waciany;- s
wata;- s
waciany;- m
intelligibilny;+ s
inteligibilny;+ s
aberracyjny;- s
nieujarzmiony;- s
chaotyczny;- m
finezyjny;amb
bezprzytomny;- m
bezprzytomny;amb
finezyjnoœæ;- s
finezyjnoœæ;amb
platynowy;+ m
dusza wo³owa;- m
paranoidalny;- m
chêtny;+ m
bezprogramowy;- s
bezpruderyjny;amb
ponarkotyczny;- s
nieod¿a³owany;- m
argusowe oko;amb
oœle ucho;- s
puszka Pandory;- m
chodliwy;+ s
wiatronogi;+ s
sforny;+ s
oprzytomnia³y;+ s
spochmurnia³y;- s
stêpia³y;amb
¿biczy;amb
dziadziu;+ m
chudy;- m
chudy;amb
bezrefleksyjny;- m
bezrefleksyjny;- s
bezrefleksyjnoœæ;- s
trwo¿ny;- s
chwalebny;+ s
chwytny;+ s
chuchrowaty;- s
bezruchowy;- s
bezsenny;- s
bezsenny;- m
pañstwo dobrobytu;amb
pañstwo bezpieczeñstwa socjalnego;amb
wierna Penelopa;+ s
wizja Kasandry;- m
polotny;+ s
z³ote runo;+ m
cichy;- s
dzieñ gniewu;- m
p¹sowy;- s
ruchawy;+ s
ruchliwoœæ;+ s
plaga egipska;- m
tr¹ba jerychoñska;- s
ospa³oœæ;- m
miska soczewicy;- s
dziecko Beliala;- s
grób pobielany;- s
ospa³oœæ;amb
ospa³oœæ;- s
cnotliwa Zuzanna;- s
grób pobielany;- m
bezstresowy;+ s
bezstresowy;amb
cwany;+ s
opieka spo³eczna;+ s
teflonowy;+ s
wysokolotny;+ m
wysokolotny;+ s
welinowy;- m
maziowaty;- s
miecz obosieczny;- s
niewola egipska;- m
anio³kowaty;+ s
anio³kowaty;+ m
m³otowaty;- m
wydra;- m
wydrowaty;- m
wydrowaty;- s
³ono Abrahama;+ s
rzeŸ niewini¹tek;- s
sól ziemi;+ m
rzeŸ niewini¹tek;- m
wdowi grosz;+ s
stêpia³y;- s
mandat karny;- s
szczapowaty;- s
zdumia³y;amb
uzbrojony;amb
¿y³owaty;- s
¿y³owaty;+ s
urwisowaty;- s
nieœpiesznoœæ;amb
niespiesznoœæ;amb
zboczeniec;amb
zakrêcony;- s
zakrêcony;amb
napaleniec;amb
nieprzystêpnoœæ;- s
potok;- s
potok;+ s
potok;amb
postêp biologiczny;+ s
postêp techniczny;+ s
bzikowaty;amb
bzikowaty;+ s
przewrotowy;- m
przewrotowy;amb
winnica Nabota;- s
winnica Nabota;- m
ró¿nobarwny;+ s
hipsterski;- s
hipsterski;- m
hipsterski;amb
¿ona Lota;- s
¿ona Putyfara;- s
drwaloseksualny;+ s
metroœ;amb
lumberseksualny;+ s
królewska gra;+ s
œmieræ ³ó¿eczkowa;- m
œmieræ ko³yskowa;- m
arka Noego;+ s
syzyfowy;- m
bezstylowy;- s
bezszmerowy;+ s
g³¹bowaty;- m
gniotowaty;- m
ekstrawersyjny;+ s
pobratymca;+ s
stachanowiec;- s
animalistyczny;- s
animalistyczny;amb
³obuzowaty;- s
b³aznowaty;- s
szczelny;+ s
beztreœciowy;- s
beztreœciwy;- s
tandetny;- s
¿ó³wiowaty;- s
¿ó³wiowaty;- m
ruderowaty;- m
bezusterkowy;+ m
bezu¿yteczny;- m
pracoholik;+ s
hienowaty;- m
maœlany;amb
maœlany;- s
przeczuwalny;+ s
opiumowy;- s
¿ó³ty alarm;- m
alarm ozonowy;- s
brzydki jak noc;- m
brzydki jak noc listopadowa;- m
stara wiara;+ s
gile do pasa;- m
tr¹ciæ myszk¹;- s
hedonistyczny;- s
hedonistyczny;- m
hedonistyczny;amb
szmaciany;- m
szmaciany;- s
zaduszkowy;amb
cherubinkowaty;+ s
cherubinkowaty;+ m
mendowaty;- m
bañka kredytowa;- m
mózgowaty;+ m
mózgowaty;+ s
lawiniasty;- s
gruzowaty;- m
zdzirowaty;- m
kryzysogenny;- m
kryzysogenny;- s
angolski;- s
piêciorzêdny;- s
szeœciorzêdny;- s
siedmiorzêdny;- s
oœmiorzêdny;- s
dziewiêciorzêdny;- s
dziewiêciorzêdny;- m
dziesiêciorzêdny;- s
dziesiêciorzêdny;- m
wielobarwny;+ s
zylion;amb
pierdylion;amb
pierdyliard;amb
patogeniczny;- m
patogeniczny;- s
lajk;+ s
like;+ s
hejt;- m
teratogenny;- m
hejterstwo;- m
hejterski;- m
hejterski;- s
flejm;- s
amoniakowy;- s
wygodny;- s
wczesnowiosenny;amb
kainowe znamiê;- m
kainowe piêtno;- m
dramatyczny;+ s
emocjonuj¹cy;+ s
emocjonuj¹cy;amb
ró¿norodny;amb
potliwy;- s
niezwalczony;+ s
niezwalczony;amb
dyskomfortowy;- s
renomowany;+ m
kulfoniasty;- s
kulfoniasty;- m
kreatywny;- s
nonkonformistyczny;+ s
nonkonformistyczny;amb
referatowy;- s
arcyniemi³y;- m
samotniczoœæ;- s
wola bo¿a;+ s
ciekaw;+ s
arcyciekaw;+ s
arcybrzydki;- m
arcybrzydki;- s
bezob³oczny;+ s
calutki;+ s
caluteñki;+ s
caluœki;+ s
calusieñki;+ s
cieplarniany;amb
slumsowy;- s
antyafrykañski;- s
antyagorowski;amb
antyarabski;- s
antybia³oruski;- s
antybohaterski;amb
s³u¿a³y;+ s
bezsensowy;- m
kobylasty;- s
kobylasty;- m
ko³tuniasty;- s
lukrowy;- m
lukrowany;- m
syfiasty;- m
bezœwiadomy;- s
syfiasty;- s
kupa;- m
sfinksowy;- s
potop;- m
antycudzoziemski;- s
antyczeczeñski;- s
rozlewny;- s
krowiasty;- m
krowiasty;- s
dupiasty;amb
calutki;amb
caluœki;amb
caluteñki;amb
calusieñki;amb
rozdeszczony;- s
nieprzemo¿ony;amb
nieprzemo¿ony;- m
egalitarny;+ s
nieprze³amany;amb
niezwyciê¿alny;+ s
niezwyciê¿alny;- m
niezwyciê¿alny;amb
egalitarystyczny;+ s
kuluarowy;amb
antygwiazdorski;amb
gwiazdorski;- s
gwiazdorski;+ s
antyimigrancki;- s
antyislamski;- s
swojacki;+ s
trzeŸwy;+ m
trzeŸwoœæ;+ m
trzeŸwoœæ;+ s
mimozowy;amb
namok³y;- s
postsowiecki;- s
arcydzielny;+ m
swojacki;- s
zawilgotnia³y;- s
arcydzielny;+ s
antykonsumencki;- s
flagowy;+ s
gigant;+ s
zbytkowny;- s
zbytkowny;+ s
zbytkowny;amb
powiêd³y;- s
mulasty;- m
biodrzasty;amb
wysch³y;- s
lucyferyczny;amb
lucyferyczny;- m
³achmaniasty;- m
przemglony;- s
infrastruktura krytyczna;+ m
¿arówiasty;amb
badylasty;- s
drobniuteñki;amb
bezwolny;- m
miniasty;- s
mumiowy;- s
zamkniêty w sobie;- s
roztrajkotany;amb
je³ki;- s
alergenny;- s
antyspekulacyjny;+ s
antyrodzinny;- s
roztrajkotany;- s
pogromowy;- s
pogromowy;- m
paranaukowy;- s
przebojowy;+ s
prze³omowy;+ m
wypróchnia³y;- s
ruletkowy;- s
kainowy;- m
zbrodnia kainowa;- m
lamentacyjny;- s
drobniusieñki;amb
wywrotowy;- s
kiczowy;- m
kiczowy;- s
klimakteryczny;- s
dramatyzm;+ s
³uczny;+ s
przyschn¹æ;amb
szczaw;- s
sta³y;amb
stratny;- s
otworzysty;+ s
antyludzki;- m
antyluterañski;- s
zadzier¿ysty;amb
purpurowy;- s
antywychowawczy;- m
dowodliwy;+ s
ho³downiczy;- m
opêtañczy;- m
œwirniêty;amb
antymichnikowski;- s
antymillerowski;- s
antymi³oszowski;- s
antymormoñski;- s
antymugolski;- s
antymurzyñski;- s
szurniêty;- m
szurniêty;amb
antymuzu³mañski;- s
œwirniêty;- s
antymêski;- s
œwiœniêty;amb
œwiœniêty;- s
walniêty;amb
walniêty;- s
postukany;amb
kopniêty;- s
pokopany;amb
pokopany;- s
korbniêty;amb
korbniêty;- s
szajbniêty;- m
szajbniêty;amb
ob³¹kany;- s
anoreksja gospodarcza;- s
tr¹biasty;- m
ba³waniasty;- m
antynauczycielski;- s
antyobywatelski;- s
antyojcowski;- s
zimnokrwisty;- s
kongenialny;+ s
awanturny;- s
awanturny;- m
frymarczny;- s
jezuskowy;- s
kryzys walutowy;- m
nieodbity;- s
trocinowy;- s
ma³owierny;- s
stworzenie niebo¿e;- s
pomylony;amb
ka¿dziuteñki;amb
ka¿dziutki;amb
niewidoczny;amb
ob³¹kañczy;- m
paralityczny;- s
szlagierowy;+ s
tantalowy;- m
formularzowy;amb
zuchwalczy;- s
natrêtny;- m
natrêtny;- s
opêtany;amb
sprosny;- s
nieprzytomny;- s
pogrzany;amb
rozros³y;amb
skar³owacia³y;- m
